user_index,timestamp,hips_JNT_x,hips_JNT_y,hips_JNT_z,hips_JNT_xR,hips_JNT_yR,hips_JNT_zR,spine_JNT_xR,spine_JNT_yR,spine_JNT_zR,spine1_JNT_xR,spine1_JNT_yR,spine1_JNT_zR,spine2_JNT_xR,spine2_JNT_yR,spine2_JNT_zR,l_shoulder_JNT_xR,l_shoulder_JNT_yR,l_shoulder_JNT_zR,l_arm_JNT_xR,l_arm_JNT_yR,l_arm_JNT_zR,l_forearm_JNT_xR,l_forearm_JNT_yR,l_forearm_JNT_zR,l_hand_JNT_xR,l_hand_JNT_yR,l_hand_JNT_zR,l_handThumb1_JNT_xR,l_handThumb1_JNT_yR,l_handThumb1_JNT_zR,l_handThumb2_JNT_xR,l_handThumb2_JNT_yR,l_handThumb2_JNT_zR,l_handThumb3_JNT_xR,l_handThumb3_JNT_yR,l_handThumb3_JNT_zR,l_handIndex1_JNT_xR,l_handIndex1_JNT_yR,l_handIndex1_JNT_zR,l_handIndex2_JNT_xR,l_handIndex2_JNT_yR,l_handIndex2_JNT_zR,l_handIndex3_JNT_xR,l_handIndex3_JNT_yR,l_handIndex3_JNT_zR,l_handMiddle1_JNT_xR,l_handMiddle1_JNT_yR,l_handMiddle1_JNT_zR,l_handMiddle2_JNT_xR,l_handMiddle2_JNT_yR,l_handMiddle2_JNT_zR,l_handMiddle3_JNT_xR,l_handMiddle3_JNT_yR,l_handMiddle3_JNT_zR,l_handRing1_JNT_xR,l_handRing1_JNT_yR,l_handRing1_JNT_zR,l_handRing2_JNT_xR,l_handRing2_JNT_yR,l_handRing2_JNT_zR,l_handRing3_JNT_xR,l_handRing3_JNT_yR,l_handRing3_JNT_zR,l_handPinky1_JNT_xR,l_handPinky1_JNT_yR,l_handPinky1_JNT_zR,l_handPinky2_JNT_xR,l_handPinky2_JNT_yR,l_handPinky2_JNT_zR,l_handPinky3_JNT_xR,l_handPinky3_JNT_yR,l_handPinky3_JNT_zR,r_shoulder_JNT_xR,r_shoulder_JNT_yR,r_shoulder_JNT_zR,r_arm_JNT_xR,r_arm_JNT_yR,r_arm_JNT_zR,r_forearm_JNT_xR,r_forearm_JNT_yR,r_forearm_JNT_zR,r_hand_JNT_xR,r_hand_JNT_yR,r_hand_JNT_zR,r_handThumb1_JNT_xR,r_handThumb1_JNT_yR,r_handThumb1_JNT_zR,r_handThumb2_JNT_xR,r_handThumb2_JNT_yR,r_handThumb2_JNT_zR,r_handThumb3_JNT_xR,r_handThumb3_JNT_yR,r_handThumb3_JNT_zR,r_handIndex1_JNT_xR,r_handIndex1_JNT_yR,r_handIndex1_JNT_zR,r_handIndex2_JNT_xR,r_handIndex2_JNT_yR,r_handIndex2_JNT_zR,r_handIndex3_JNT_xR,r_handIndex3_JNT_yR,r_handIndex3_JNT_zR,r_handMiddle1_JNT_xR,r_handMiddle1_JNT_yR,r_handMiddle1_JNT_zR,r_handMiddle2_JNT_xR,r_handMiddle2_JNT_yR,r_handMiddle2_JNT_zR,r_handMiddle3_JNT_xR,r_handMiddle3_JNT_yR,r_handMiddle3_JNT_zR,r_handRing1_JNT_xR,r_handRing1_JNT_yR,r_handRing1_JNT_zR,r_handRing2_JNT_xR,r_handRing2_JNT_yR,r_handRing2_JNT_zR,r_handRing3_JNT_xR,r_handRing3_JNT_yR,r_handRing3_JNT_zR,r_handPinky1_JNT_xR,r_handPinky1_JNT_yR,r_handPinky1_JNT_zR,r_handPinky2_JNT_xR,r_handPinky2_JNT_yR,r_handPinky2_JNT_zR,r_handPinky3_JNT_xR,r_handPinky3_JNT_yR,r_handPinky3_JNT_zR,neck_JNT_xR,neck_JNT_yR,neck_JNT_zR,head_JNT_xR,head_JNT_yR,head_JNT_zR,r_upleg_JNT_xR,r_upleg_JNT_yR,r_upleg_JNT_zR,r_leg_JNT_xR,r_leg_JNT_yR,r_leg_JNT_zR,r_foot_JNT_xR,r_foot_JNT_yR,r_foot_JNT_zR,r_toebase_JNT_xR,r_toebase_JNT_yR,r_toebase_JNT_zR,l_upleg_JNT_xR,l_upleg_JNT_yR,l_upleg_JNT_zR,l_leg_JNT_xR,l_leg_JNT_yR,l_leg_JNT_zR,l_foot_JNT_xR,l_foot_JNT_yR,l_foot_JNT_zR,l_toebase_JNT_xR,l_toebase_JNT_yR,l_toebase_JNT_zR,alignment,speed,precision
2.0,0.533328,0.294146,57.2659,4.29307,19.6059,16.4156,-43.3548,7.87255,-0.000446273,0.0,-2.06426,2.00742,-0.153233,-8.53774e-07,-2.13443e-06,0.0,1.51857,0.698862,-1.10144,-20.8849,-12.4564,-2.14931,-8.53774e-07,-2.13443e-06,0.0,-22.086,-0.714188,3.65898,11.1419,-0.43576,-4.46514,-8.53774e-07,-1.92099e-06,0.0,4.10661,20.7048,-22.2077,-0.0,0.0,0.0,-9.86674,-0.0847527,0.981973,-15.5475,4.59732,0.628071,-20.0174,5.86323,1.03551,-13.3188,3.95347,0.463093,-18.1751,3.56973,0.570611,-23.3873,4.53914,0.940444,-15.5733,3.0735,0.418713,-20.73,-2.02722,-0.37115,-26.6599,-2.5691,-0.607805,-17.7666,-1.74778,-0.271242,-22.7351,-4.41985,-0.889108,-29.2677,-5.58452,-1.45962,-19.477,-3.81516,-0.654913,-8.53774e-07,-2.13443e-06,0.0,-43.8404,-9.15853,22.5138,-18.6837,-1.43839,8.727,1.59028e-15,-2.13443e-07,0.0,-4.10661,20.7048,22.2077,-0.0,0.0,0.0,5.28802,0.0243856,0.527859,8.31945,2.48551,-0.176939,10.7008,3.18832,-0.301316,7.12977,2.13243,-0.137056,9.73142,1.9362,-0.167859,12.5149,2.48157,-0.271242,8.34037,1.66172,0.111906,11.1064,-1.10356,0.104678,14.2808,-1.41305,0.176939,9.51944,-0.947484,0.0791294,12.1669,-2.4137,0.259443,15.6491,-3.08806,0.424284,10.4271,-2.07302,0.189746,39.453,12.9695,10.3656,-0.534381,8.9305,-1.46711,0.141802,6.12739,1.70543,-6.79292,-34.6666,-21.4903,-116.368,-41.9924,-116.288,178.339,71.278,-176.742,1.16859,-2.58584,0.861386,0.190261,-18.8439,1.15215,7.0,9.0,8.0
2.0,0.5666610000000001,-0.0596076,56.4135,4.72329,19.4261,16.802,-42.8493,8.63354,-0.00017268,0.068528,-2.16932,2.00037,0.0,-0.0,0.0,0.0,1.11009,0.794394,-0.806966,-20.4003,-12.6826,-2.14018,-3.41509e-06,-4.26887e-06,0.0,-22.2756,-0.75677,3.84285,11.1161,-0.408831,-4.19913,-1.35174e-14,4.26887e-07,0.0,4.10661,20.7048,-22.2077,-0.0,0.0,0.0,-9.79353,-0.0835025,0.973969,-15.4316,4.56404,0.618021,-19.8678,5.82149,1.01951,-13.2197,3.92466,0.456282,-18.0398,3.54412,0.563711,-23.2131,4.50732,0.926188,-15.4575,3.05124,0.413068,-20.576,-2.01283,-0.362616,-26.4618,-2.55142,-0.598723,-17.6347,-1.73522,-0.265408,-22.5657,-4.38877,-0.875804,-29.0491,-5.54671,-1.43747,-19.332,-3.78793,-0.645281,-3.41509e-06,-4.26887e-06,0.0,-44.375,-9.12425,22.14,-18.7207,-1.40575,8.51269,1.28066e-05,-1.4941e-06,0.0395647,-4.10661,20.7048,22.2077,-0.0,0.0,0.0,5.26429,0.0241675,0.524885,8.28208,2.47444,-0.176939,10.6527,3.17418,-0.296075,7.09775,2.12291,-0.131221,9.68772,1.9276,-0.172458,12.4587,2.47062,-0.271242,8.30293,1.65432,0.118694,11.0565,-1.09867,0.104678,14.2167,-1.40684,0.176939,9.47672,-0.943271,0.068528,12.1122,-2.40303,0.253338,15.5788,-3.07455,0.418713,10.3803,-2.06382,0.189746,40.5824,11.1393,10.6063,-0.544235,12.8501,-1.50451,-0.343135,4.6657,1.67534,-6.83788,-34.6258,-21.6568,-116.839,-41.296,-116.082,178.48,69.8528,-177.14,1.3668,-3.23802,1.44398,0.206165,-18.9467,1.24173,7.0,9.0,8.0
2.0,0.5999940000000001,-0.250113,55.7676,4.88669,18.9885,17.0499,-42.0744,9.46572,0.000217563,0.0,-2.26001,1.99576,0.0559529,-0.0,0.0,0.0,0.710606,0.871135,-0.515861,-19.8329,-12.9256,-2.12219,-0.0,0.0,0.0,-22.9297,-0.788485,3.88579,11.4485,-0.453184,-4.51847,8.53774e-07,-1.4941e-06,0.0,4.10661,20.7048,-22.2077,-0.0,0.0,0.0,-9.78906,-0.0834266,0.973969,-15.4245,4.56201,0.619286,-19.8587,5.81894,1.01951,-13.2136,3.9229,0.456282,-18.0316,3.54256,0.563711,-23.2024,4.50538,0.926188,-15.4504,3.04989,0.413068,-20.5666,-2.01195,-0.364768,-26.4497,-2.55034,-0.600029,-17.6266,-1.73446,-0.271242,-22.5554,-4.38687,-0.876697,-29.0358,-5.5444,-1.43692,-19.3232,-3.78627,-0.645281,-0.0,0.0,0.0,-44.821,-9.11265,21.8745,-18.5192,-1.37712,8.43215,1.06722e-06,-2.13443e-06,0.0,-4.10661,20.7048,22.2077,-0.0,0.0,0.0,5.24855,0.0240232,0.521894,8.25728,2.46709,-0.176939,10.6208,3.16479,-0.29342,7.0765,2.11659,-0.137056,9.65872,1.92189,-0.167859,12.4214,2.46334,-0.265408,8.27808,1.64941,0.118694,11.0235,-1.09542,0.0969133,14.1741,-1.40272,0.172458,9.44837,-0.940476,0.0791294,12.0759,-2.39595,0.256409,15.5321,-3.06558,0.41684,10.3492,-2.05772,0.189746,41.9174,9.28159,11.3419,-0.555973,16.4473,-1.53286,-1.0453,3.6866,1.62168,-6.59021,-33.9337,-21.3305,-116.823,-40.7791,-115.58,178.592,68.7828,-177.637,1.43486,-3.86798,1.895,0.219207,-18.8927,1.3235,7.0,9.0,8.0
2.0,0.6333270000000002,0.0970691,55.9362,4.96789,18.1723,16.9938,-40.9765,10.2453,0.000306787,0.0,-2.30879,1.99841,0.0,-2.56132e-06,1.28066e-06,0.0,0.485057,0.99525,-0.351659,-19.2632,-13.1764,-2.10255,-2.56132e-06,1.28066e-06,0.0,-24.1609,-0.779855,3.64204,12.2218,-0.614665,-5.73652,-8.53773e-07,3.20165e-06,0.0395647,4.10661,20.7048,-22.2077,-0.0,0.0,0.0,-9.90043,-0.0853309,0.98595,-15.6008,4.61263,0.631798,-20.0862,5.88242,1.04229,-13.3644,3.96672,0.46478,-18.2373,3.58151,0.576071,-23.4675,4.55376,0.945425,-15.6266,3.08373,0.424284,-20.8008,-2.03383,-0.375344,-26.7511,-2.57723,-0.612934,-17.8273,-1.75355,-0.271242,-22.813,-4.43413,-0.896123,-29.3682,-5.60189,-1.46871,-19.5437,-3.82767,-0.659676,-2.56132e-06,1.28066e-06,0.0,-44.9281,-9.12377,21.8441,-17.9819,-1.36111,8.58663,-0.0,0.0,0.0,-4.10661,20.7048,22.2077,-0.0,0.0,0.0,5.25399,0.024073,0.521894,8.26584,2.46963,-0.176939,10.6318,3.16803,-0.29342,7.08384,2.11878,-0.137056,9.66874,1.92386,-0.163129,12.4343,2.46586,-0.268341,8.28666,1.6511,0.111906,11.0349,-1.09654,0.104678,14.1888,-1.40414,0.176939,9.45816,-0.941442,0.0884693,12.0885,-2.39839,0.256409,15.5482,-3.06868,0.420579,10.3599,-2.05983,0.189746,43.132,7.18988,12.8215,-0.568335,20.011,-1.52158,-1.5813,3.11376,1.50918,-5.96596,-32.3887,-20.3021,-115.34,-40.5749,-113.961,178.635,69.1701,-178.314,1.45821,-4.05535,2.40211,0.225456,-18.5831,1.38534,7.0,9.0,8.0
2.0,0.6666600000000003,1.7715,57.7224,5.27667,16.9167,16.4784,-39.5365,10.7958,-0.00105593,0.0,-2.28383,2.0151,-0.268341,2.13443e-06,3.97569e-15,0.0,0.564658,1.2103,-0.40926,-18.7226,-13.3939,-2.07859,4.26887e-06,5.54953e-06,0.0,-26.0623,-0.698845,3.01843,13.4149,-0.961462,-8.16184,5.40694e-14,-1.70755e-06,0.0395647,4.10661,20.7048,-22.2077,-0.0,0.0,0.0,-10.1737,-0.0900948,1.01181,-16.0334,4.73667,0.666757,-20.6447,6.03782,1.10073,-13.7346,4.07416,0.490985,-18.7421,3.67688,0.606516,-24.1182,4.67207,0.999354,-16.0588,3.16665,0.445872,-21.3756,-2.08739,-0.393664,-27.4906,-2.64292,-0.645281,-18.3198,-1.80033,-0.29342,-23.4454,-4.54973,-0.943768,-30.1843,-5.74217,-1.54961,-20.0849,-3.92904,-0.695485,4.26887e-06,5.54953e-06,0.0,-44.4331,-9.14069,22.1477,-17.0485,-1.35643,9.0315,2.13443e-07,2.13443e-07,0.0,-4.10661,20.7048,22.2077,-0.0,0.0,0.0,5.2928,0.0244298,0.527859,8.32699,2.48775,-0.176939,10.7105,3.19117,-0.301316,7.13623,2.13435,-0.125115,9.74022,1.93794,-0.163129,12.5262,2.48378,-0.271242,8.34792,1.66322,0.118694,11.1164,-1.10454,0.0969133,14.2937,-1.4143,0.176939,9.52806,-0.948333,0.0791294,12.1779,-2.41585,0.259443,15.6633,-3.09078,0.427958,10.4365,-2.07488,0.189746,43.7755,4.04043,15.1855,-0.582497,24.9782,-1.30684,-1.37247,2.32245,1.27163,-5.04456,-30.11,-18.5633,-111.931,-41.4123,-111.882,-179.338,72.0577,178.891,1.25575,-3.37667,1.96595,0.234688,-16.7192,1.40386,7.0,9.0,8.0
2.0,0.6999930000000003,5.84866,61.7626,6.15097,15.2854,15.4192,-37.8298,10.8849,-0.00282918,0.0395647,-2.14809,2.04931,-0.941276,-8.53774e-07,3.18055e-15,0.0,0.977751,1.51068,-0.715455,-18.1224,-13.4982,-2.0275,-8.53774e-07,3.18055e-15,0.0,-28.6995,-0.522063,2.04135,14.8017,-1.57041,-12.0463,-9.93923e-17,-2.13443e-07,0.0,4.10661,20.7048,-22.2077,-0.0,0.0,0.0,-10.6561,-0.0988163,1.05942,-16.7974,4.95496,0.731681,-21.6314,6.31071,1.20592,-14.3882,4.26336,0.539591,-19.6334,3.84451,0.665582,-25.2673,4.87941,1.09359,-16.822,3.31257,0.490985,-22.3901,-2.18141,-0.43341,-28.7961,-2.75777,-0.706649,-19.1891,-1.88256,-0.316518,-24.5622,-4.75241,-1.03551,-31.6257,-5.98693,-1.69761,-21.0405,-4.1071,-0.764122,-8.53774e-07,3.18055e-15,0.0,-43.1409,-9.12033,22.8127,-15.7215,-1.34693,9.73294,1.92099e-06,-3.41509e-06,0.0,-4.10661,20.7048,22.2077,-0.0,0.0,0.0,5.36812,0.0251295,0.536682,8.44564,2.52289,-0.181308,10.8632,3.23604,-0.30901,7.23788,2.16456,-0.131221,9.87894,1.96524,-0.172458,12.7047,2.51855,-0.276953,8.46678,1.68671,0.118694,11.2747,-1.12006,0.104678,14.4972,-1.434,0.185575,9.66367,-0.961701,0.0791294,12.3514,-2.4497,0.262442,15.8866,-3.13364,0.437006,10.5852,-2.10407,0.193827,43.2493,-0.702895,18.1007,-0.599215,32.2874,-0.662045,-0.098793,0.81249,0.852251,-4.13692,-27.8802,-16.5127,-105.787,-42.5633,-107.727,-175.352,76.7728,174.017,1.04305,-2.69987,1.541,0.325456,-5.71042,1.32173,7.0,9.0,8.0
2.0,0.7333260000000004,13.2339,68.0601,7.85958,13.4808,13.8811,-36.0447,10.2933,-0.00543012,0.0,-1.88292,2.0963,-2.03597,-0.0,0.0,0.0,1.60898,1.84866,-1.17635,-17.2306,-13.3999,-1.91063,-0.0,0.0,0.0,-32.0231,-7.22755,0.905679,13.6313,-2.3357,-19.3587,-8.53774e-07,-1.28066e-06,0.0,4.10661,20.7048,-22.2077,-0.0,0.0,0.0,-11.3715,-0.112486,1.1302,-17.9314,5.27706,0.833681,-23.0967,6.71198,1.37342,-15.3582,4.54294,0.612934,-20.956,4.09141,0.757952,-26.9727,5.18329,1.24362,-17.9542,3.52789,0.556725,-23.895,-2.31957,-0.492577,-30.7328,-2.92547,-0.805024,-20.4785,-2.00371,-0.362616,-26.2195,-5.04967,-1.17701,-33.7657,-6.34294,-1.92695,-22.4585,-4.36906,-0.868625,-0.0,0.0,0.0,-41.0279,-9.01281,23.79,-14.0887,-1.31024,10.5738,-1.70755e-06,2.13443e-07,0.0,-4.10661,20.7048,22.2077,-0.0,0.0,0.0,5.47553,0.0261444,0.545362,8.61486,2.573,-0.193827,11.0811,3.29999,-0.321425,7.38285,2.20764,-0.137056,10.0768,2.00416,-0.176939,12.9593,2.56809,-0.29342,8.6363,1.72021,-0.131221,11.5003,-1.14217,0.111906,14.7874,-1.46206,0.193827,9.85707,-0.980756,0.0791294,12.5988,-2.49793,0.274112,16.2052,-3.19468,0.454564,10.7972,-2.14568,0.201741,40.5494,-6.59613,19.8774,-0.623907,40.9343,0.377423,1.43442,-1.07733,0.37115,-3.7895,-27.8798,-15.1401,-96.8341,-43.5387,-101.273,-163.29,83.188,161.148,0.809322,-2.02833,1.13158,-1.70755e-06,6.4033e-07,0.0,7.0,9.0,8.0
2.0,0.7666590000000004,24.073,75.7457,10.4976,11.7584,12.1037,-34.399,8.96262,-0.00803871,0.0395647,-1.49835,2.13951,-3.5504,4.26887e-07,-1.70755e-06,0.0,2.23563,2.18269,-1.63562,-15.7648,-13.0691,-1.69992,4.26887e-07,-1.70755e-06,0.0,-36.4352,-8.42118,0.0395647,12.421,-2.94097,-26.5466,-4.26887e-07,-1.70755e-06,0.0,4.10661,20.7048,-22.2077,-0.0,0.0,0.0,-12.2987,-0.131507,1.22075,-19.403,5.69149,0.972361,-24.9995,7.22558,1.6047,-16.6166,4.90339,0.715455,-22.6715,4.40818,0.88381,-29.1856,5.57033,1.45101,-19.4225,3.80493,0.651318,-25.8461,-2.49626,-0.573347,-33.2439,-3.13784,-0.937109,-22.1501,-2.15922,-0.422435,-28.37,-5.42868,-1.37342,-36.544,-6.79125,-2.24479,-24.2979,-4.70462,-1.01335,4.26887e-07,-1.70755e-06,0.0,-38.308,-8.80947,25.0081,-12.3119,-1.23426,11.4063,-0.0,0.0,0.0395647,-4.10661,20.7048,22.2077,-0.0,0.0,0.0,5.60036,0.0273491,0.558129,8.81153,2.6312,-0.201741,11.3343,3.37425,-0.333378,7.55133,2.25768,-0.142652,10.3067,2.04937,-0.185575,13.2551,2.6256,-0.30901,8.83331,1.75912,-0.137056,11.7626,-1.16785,0.111906,15.1247,-1.49462,0.197823,10.0818,-1.00289,0.0969133,12.8864,-2.55392,0.29074,16.5754,-3.26549,0.476422,11.0436,-2.19399,0.216705,34.9911,-12.5714,20.3304,-0.651913,48.7603,1.56319,2.46142,-2.31452,0.0884693,-3.91414,-30.5519,-14.2252,-85.84,-43.726,-93.0537,-59.2795,86.8348,56.5646,0.553095,-1.35988,0.732749,8.53774e-07,2.13443e-07,0.0395647,7.0,9.0,8.0
2.0,0.7999920000000005,37.3945,83.3274,13.8962,10.2944,10.4056,-32.9958,7.10096,-0.00965054,0.0395647,-1.04249,2.1592,-5.39771,8.53774e-07,8.53774e-07,0.0,2.65448,2.5255,-1.94595,-13.5884,-12.5997,-1.4072,8.53774e-07,8.53774e-07,0.0,-41.6021,-9.14355,-0.40926,10.0328,-3.07575,-34.0134,8.53774e-06,4.26887e-06,0.0,4.10661,20.7048,-22.2077,-0.0,0.0,0.0,-13.3549,-0.154959,1.32291,-21.0819,6.15898,1.14738,-27.1721,7.80093,1.88838,-18.0517,5.31108,0.843945,-24.6273,4.76418,1.04079,-31.7098,6.00109,1.70589,-21.0962,4.11745,0.766168,-28.0691,-2.69399,-0.673763,-36.1054,-3.37238,-1.09859,-24.0545,-2.33412,-0.497321,-30.8229,-5.85109,-1.61443,-39.7148,-7.28254,-2.63312,-26.3953,-5.08094,-1.1909,8.53774e-07,8.53774e-07,0.0,-33.9616,-11.3467,26.6798,-9.90292,-1.10326,12.6829,-1.28066e-06,-7.25708e-06,0.0,-4.10661,20.7048,22.2077,-0.0,0.0,0.0,5.72661,0.0285951,0.573347,9.01046,2.69003,-0.213062,11.5904,3.44929,-0.351659,7.72175,2.30827,-0.153233,10.5393,2.09505,-0.193827,13.5544,2.6837,-0.321425,9.03258,1.79845,-0.137056,12.0278,-1.1938,0.125115,15.4658,-1.5275,0.205584,10.3092,-1.02525,0.0791294,13.1774,-2.61049,0.301316,16.9499,-3.33697,0.497321,11.2928,-2.24282,0.220287,26.9522,-17.4213,19.6367,-0.694293,53.7347,2.13872,2.42841,-2.12616,-0.476422,-4.04293,-35.1431,-12.6908,-74.4301,-42.8313,-84.4008,-17.6285,79.1755,14.6,0.280299,-0.686662,0.353877,-2.56132e-06,-4.26887e-07,0.0,7.0,9.0,8.0
2.0,0.8333250000000005,51.2727,89.3462,17.6206,9.12738,9.02051,-31.7534,5.10495,-0.00907575,0.0,-0.583931,2.14563,-7.47633,7.95139e-16,-8.53774e-07,0.0,2.80056,2.94408,-2.05777,-10.8446,-12.1976,-1.08353,-8.53774e-07,-1.06722e-06,0.0,-47.059,-9.24251,0.213062,7.28935,-2.7068,-40.7001,1.81427e-06,-3.41509e-06,0.0395647,4.10661,20.7048,-22.2077,-0.0,0.0,0.0,-14.3872,-0.179715,1.42434,-22.7258,6.61087,1.3294,-29.3017,8.35262,2.18721,-19.4562,5.7064,0.978779,-26.5411,5.10684,1.20527,-34.1811,6.41098,1.97311,-22.7335,4.41956,0.888227,-30.2428,-2.88335,-0.779335,-38.9039,-3.59355,-1.26978,-25.9166,-2.50259,-0.574711,-33.2241,-6.25369,-1.86754,-42.8209,-7.74143,-3.03937,-28.4478,-5.44224,-1.38081,-8.53774e-07,-1.06722e-06,0.0,-31.4265,-10.5747,28.2882,-8.4939,-0.972349,13.0376,-1.70755e-06,1.70755e-06,0.0,-4.10661,20.7048,22.2077,-0.0,0.0,0.0,5.8393,0.0297306,0.582825,9.18805,2.74252,-0.220287,11.8191,3.51621,-0.362616,7.87387,2.35341,-0.158259,10.7468,2.1358,-0.197823,13.8215,2.73549,-0.331022,9.21045,1.83354,-0.148037,12.2646,-1.21693,0.137056,15.7703,-1.55681,0.213062,10.5121,-1.0452,0.104678,13.437,-2.66093,0.314035,17.2842,-3.40065,0.515861,11.5153,-2.28637,0.227282,17.9805,-20.3792,18.429,-0.745342,55.2321,1.8118,1.68406,-0.787367,-0.486179,-3.43491,-39.4228,-9.54843,-61.354,-40.1684,-74.817,-8.78278,67.3448,5.61345,1.19889,-0.47334,0.527859,-4.96962e-17,2.13443e-07,0.0,7.0,9.0,8.0
2.0,0.8666580000000006,63.4937,93.0265,21.101,8.20986,8.0144,-30.491,3.34983,-0.0075077,0.0,-0.1818,2.10451,-9.69584,-1.70755e-06,-1.06722e-06,0.0,2.75577,3.51331,-2.03251,-7.90165,-12.0812,-0.780339,-1.70755e-06,-1.06722e-06,0.0,-52.0818,-9.02832,1.96715,4.98351,-2.12314,-46.1299,-6.4033e-07,1.70755e-06,0.0395647,4.10661,20.7048,-22.2077,-0.0,0.0,0.0,-15.2435,-0.201616,1.50659,-24.0915,6.98161,1.49197,-31.0725,8.80158,2.45146,-20.6227,6.03171,1.0993,-28.13,5.38676,1.35101,-36.2337,6.742,2.20752,-24.0926,4.66741,0.997002,-32.0463,-3.03729,-0.873119,-41.226,-3.77052,-1.41883,-27.4614,-2.64033,-0.645281,-35.2185,-6.57938,-2.09023,-45.4021,-8.10502,-3.39532,-30.1521,-5.73666,-1.54658,-1.70755e-06,-1.06722e-06,0.0,-29.2809,-10.0808,30.1688,-7.35764,-0.855476,13.2463,5.76297e-06,2.13443e-07,0.0,-4.10661,20.7048,22.2077,-0.0,0.0,0.0,5.93588,0.0307214,0.594788,9.34027,2.78748,-0.2307,12.0151,3.57352,-0.377423,8.00427,2.39209,-0.167859,10.9248,2.1707,-0.201741,14.0505,2.77984,-0.34264,9.36291,1.8636,-0.158259,12.4675,-1.23674,0.137056,16.0313,-1.58189,0.223812,10.686,-1.06229,0.104678,13.6596,-2.70411,0.326259,17.5708,-3.45514,0.533757,11.7059,-2.32366,0.237388,9.94998,-21.592,17.3261,-0.778431,54.5377,1.12255,1.10102,0.706046,-0.148037,-2.17829,-41.872,-5.67877,-51.1236,-36.3576,-67.4002,-5.89502,57.5452,2.77185,2.36032,-0.99915,0.904815,8.53774e-07,4.26887e-07,0.0395647,7.0,9.0,8.0
2.0,0.8999910000000007,72.3749,94.5033,23.8447,7.48462,7.31956,-29.0732,2.03845,-0.00552528,0.0,0.133628,2.05007,-11.9675,-4.26887e-07,8.53774e-07,0.0,2.65101,4.26532,-1.96237,-5.16375,-12.3676,-0.518886,-4.26887e-07,8.53774e-07,0.0,-55.991,-8.91785,4.71368,3.37293,-1.5895,-50.4546,-0.0,0.0,0.0,4.10661,20.7048,-22.2077,-0.0,0.0,0.0,-15.8497,-0.217869,1.56469,-25.0598,7.24173,1.61152,-32.3288,9.11447,2.64705,-21.4494,6.26054,1.1876,-29.2558,5.58246,1.45801,-37.6887,6.9712,2.38182,-25.0553,4.84132,1.07701,-33.3235,-3.14447,-0.942107,-42.8707,-3.8921,-1.52877,-28.5554,-2.7367,-0.696609,-36.6321,-6.80521,-2.25522,-47.2324,-8.35265,-3.65727,-31.3598,-5.94208,-1.66925,-4.26887e-07,8.53774e-07,0.0,-27.6302,-9.86731,32.3144,-6.52183,-0.7596,13.2726,-0.0,0.0,0.0,-4.10661,20.7048,22.2077,-0.0,0.0,0.0,6.01761,0.0315725,0.602632,9.46909,2.82552,-0.237388,12.181,3.62199,-0.387653,8.11462,2.42481,-0.172458,11.0754,2.20022,-0.213062,14.2443,2.81733,-0.351659,9.49193,1.88903,-0.158259,12.6393,-1.2535,0.137056,16.2521,-1.60309,0.234068,10.8332,-1.07675,0.111906,13.848,-2.74062,0.328649,17.8134,-3.50119,0.549651,11.8673,-2.3552,0.243893,4.1463,-21.8959,16.5378,-0.788625,53.828,0.757952,1.14458,1.50475,0.259443,-1.08254,-42.8975,-2.74889,-43.8993,-32.6112,-62.2523,-4.05502,49.9105,1.2524,3.39776,-1.60686,1.13848,1.24849e-13,1.38738e-06,0.0,7.0,9.0,8.0
2.0,0.9333240000000007,77.2949,94.5443,25.603,6.92667,6.81909,-27.5079,1.19025,-0.00337631,0.0395647,0.358907,1.99618,-14.1819,-8.53774e-07,-5.04913e-14,0.0,2.57572,5.16266,-1.91595,-2.91278,-13.0261,-0.306467,-8.53774e-07,-5.04913e-14,0.0,-58.4536,-9.05587,8.1555,2.38804,-1.21638,-53.9806,6.16651e-06,5.80493e-13,0.0,4.10661,20.7048,-22.2077,-0.0,0.0,0.0,-16.2162,-0.227998,1.60031,-25.6459,7.39804,1.68605,-33.0896,9.30159,2.76875,-21.9497,6.39829,1.24173,-29.937,5.69978,1.52518,-38.5693,7.10765,2.48917,-25.6378,4.94583,1.12604,-34.0959,-3.20853,-0.984361,-43.8655,-3.96408,-1.59688,-29.217,-2.7945,-0.73061,-37.4876,-6.93979,-2.35738,-48.3404,-8.49834,-3.81935,-32.0906,-6.06503,-1.7458,-8.53774e-07,-5.04913e-14,0.0,-26.4694,-9.90377,34.6708,-5.96365,-0.685589,13.1044,-1.66979e-14,1.4941e-06,0.0,-4.10661,20.7048,22.2077,-0.0,0.0,0.0,6.08644,0.0322981,0.607805,9.57757,2.85754,-0.240663,12.3207,3.66278,-0.395647,8.20753,2.45235,-0.172458,11.2022,2.22507,-0.220287,14.4075,2.84887,-0.362616,9.60057,1.91043,-0.163129,12.7839,-1.2676,0.142652,16.4381,-1.62092,0.2307,10.9571,-1.08891,0.0969133,14.0066,-2.77134,0.338041,18.0176,-3.53991,0.56232,12.0032,-2.38175,0.247081,0.947694,-21.9963,15.9291,-0.790454,54.3472,0.884695,1.63428,1.38746,0.360452,-0.532961,-43.4195,-1.33411,-39.1628,-29.3169,-58.8422,-2.41961,44.3962,0.276953,4.29477,-2.30009,1.24299,-3.19298e-15,1.06722e-07,0.0,7.0,9.0,8.0
