user_index,timestamp,hips_JNT_x,hips_JNT_y,hips_JNT_z,hips_JNT_xR,hips_JNT_yR,hips_JNT_zR,spine_JNT_xR,spine_JNT_yR,spine_JNT_zR,spine1_JNT_xR,spine1_JNT_yR,spine1_JNT_zR,spine2_JNT_xR,spine2_JNT_yR,spine2_JNT_zR,l_shoulder_JNT_xR,l_shoulder_JNT_yR,l_shoulder_JNT_zR,l_arm_JNT_xR,l_arm_JNT_yR,l_arm_JNT_zR,l_forearm_JNT_xR,l_forearm_JNT_yR,l_forearm_JNT_zR,l_hand_JNT_xR,l_hand_JNT_yR,l_hand_JNT_zR,l_handThumb1_JNT_xR,l_handThumb1_JNT_yR,l_handThumb1_JNT_zR,l_handThumb2_JNT_xR,l_handThumb2_JNT_yR,l_handThumb2_JNT_zR,l_handThumb3_JNT_xR,l_handThumb3_JNT_yR,l_handThumb3_JNT_zR,l_handIndex1_JNT_xR,l_handIndex1_JNT_yR,l_handIndex1_JNT_zR,l_handIndex2_JNT_xR,l_handIndex2_JNT_yR,l_handIndex2_JNT_zR,l_handIndex3_JNT_xR,l_handIndex3_JNT_yR,l_handIndex3_JNT_zR,l_handMiddle1_JNT_xR,l_handMiddle1_JNT_yR,l_handMiddle1_JNT_zR,l_handMiddle2_JNT_xR,l_handMiddle2_JNT_yR,l_handMiddle2_JNT_zR,l_handMiddle3_JNT_xR,l_handMiddle3_JNT_yR,l_handMiddle3_JNT_zR,l_handRing1_JNT_xR,l_handRing1_JNT_yR,l_handRing1_JNT_zR,l_handRing2_JNT_xR,l_handRing2_JNT_yR,l_handRing2_JNT_zR,l_handRing3_JNT_xR,l_handRing3_JNT_yR,l_handRing3_JNT_zR,l_handPinky1_JNT_xR,l_handPinky1_JNT_yR,l_handPinky1_JNT_zR,l_handPinky2_JNT_xR,l_handPinky2_JNT_yR,l_handPinky2_JNT_zR,l_handPinky3_JNT_xR,l_handPinky3_JNT_yR,l_handPinky3_JNT_zR,r_shoulder_JNT_xR,r_shoulder_JNT_yR,r_shoulder_JNT_zR,r_arm_JNT_xR,r_arm_JNT_yR,r_arm_JNT_zR,r_forearm_JNT_xR,r_forearm_JNT_yR,r_forearm_JNT_zR,r_hand_JNT_xR,r_hand_JNT_yR,r_hand_JNT_zR,r_handThumb1_JNT_xR,r_handThumb1_JNT_yR,r_handThumb1_JNT_zR,r_handThumb2_JNT_xR,r_handThumb2_JNT_yR,r_handThumb2_JNT_zR,r_handThumb3_JNT_xR,r_handThumb3_JNT_yR,r_handThumb3_JNT_zR,r_handIndex1_JNT_xR,r_handIndex1_JNT_yR,r_handIndex1_JNT_zR,r_handIndex2_JNT_xR,r_handIndex2_JNT_yR,r_handIndex2_JNT_zR,r_handIndex3_JNT_xR,r_handIndex3_JNT_yR,r_handIndex3_JNT_zR,r_handMiddle1_JNT_xR,r_handMiddle1_JNT_yR,r_handMiddle1_JNT_zR,r_handMiddle2_JNT_xR,r_handMiddle2_JNT_yR,r_handMiddle2_JNT_zR,r_handMiddle3_JNT_xR,r_handMiddle3_JNT_yR,r_handMiddle3_JNT_zR,r_handRing1_JNT_xR,r_handRing1_JNT_yR,r_handRing1_JNT_zR,r_handRing2_JNT_xR,r_handRing2_JNT_yR,r_handRing2_JNT_zR,r_handRing3_JNT_xR,r_handRing3_JNT_yR,r_handRing3_JNT_zR,r_handPinky1_JNT_xR,r_handPinky1_JNT_yR,r_handPinky1_JNT_zR,r_handPinky2_JNT_xR,r_handPinky2_JNT_yR,r_handPinky2_JNT_zR,r_handPinky3_JNT_xR,r_handPinky3_JNT_yR,r_handPinky3_JNT_zR,neck_JNT_xR,neck_JNT_yR,neck_JNT_zR,head_JNT_xR,head_JNT_yR,head_JNT_zR,r_upleg_JNT_xR,r_upleg_JNT_yR,r_upleg_JNT_zR,r_leg_JNT_xR,r_leg_JNT_yR,r_leg_JNT_zR,r_foot_JNT_xR,r_foot_JNT_yR,r_foot_JNT_zR,r_toebase_JNT_xR,r_toebase_JNT_yR,r_toebase_JNT_zR,l_upleg_JNT_xR,l_upleg_JNT_yR,l_upleg_JNT_zR,l_leg_JNT_xR,l_leg_JNT_yR,l_leg_JNT_zR,l_foot_JNT_xR,l_foot_JNT_yR,l_foot_JNT_zR,l_toebase_JNT_xR,l_toebase_JNT_yR,l_toebase_JNT_zR,alignment,speed,precision
1.0,1.1999880000000012,66.7873,62.3405,5.31785,6.0563,5.32855,-27.9414,1.0423,-0.00082049,0.0,0.644767,1.92208,-16.8336,-0.0,0.0,0.0,-0.0,0.0,0.0,-57.8124,-7.39691,25.6828,0.682094,-0.356389,-55.1733,8.53774e-07,-1.70755e-06,0.0395647,4.10661,20.7048,-22.2077,-0.0,0.0,0.0,-16.2436,-0.228764,1.60324,-25.6898,7.40969,1.69161,-33.1465,9.31552,2.77778,-21.9871,6.40857,1.24739,-29.9879,5.70852,1.52979,-38.6352,7.11778,2.49764,-25.6814,4.95363,1.12951,-34.1537,-3.2133,-0.987536,-43.9399,-3.96941,-1.60226,-29.2665,-2.7988,-0.731681,-37.5516,-6.94979,-2.36533,-48.4233,-8.50911,-3.83162,-32.1453,-6.07419,-1.75162,-0.0,0.0,0.0,-25.9148,-12.7856,48.7742,-4.53052,-0.420664,10.6044,8.53772e-07,-1.36604e-05,0.0,-4.10661,20.7048,22.2077,-0.0,0.0,0.0,6.3417,0.0350613,0.631798,9.97996,2.97619,-0.262442,12.8389,3.81387,-0.429783,8.55221,2.55445,-0.185575,11.6725,2.31712,-0.237388,15.0128,2.96567,-0.389667,10.0035,1.98976,-0.172458,13.3202,-1.31982,0.153233,17.1279,-1.68691,0.253338,11.4168,-1.13399,0.104678,14.595,-2.8851,0.369035,18.7753,-3.68314,0.609091,12.5072,-2.48008,0.271242,0.426006,3.77332,-0.335718,2.35903,-15.9431,0.148037,-42.7083,-32.7779,-60.2933,7.50551,58.9977,-8.14849,-4.78278,2.65003,1.87757,0.5758,-16.7111,3.64225,6.33223,-15.6919,8.69849,-6.37934,52.393,6.57876,2.30391,-0.0076991,-2.21177,-2.83904,-41.8285,-7.21239,8.0,9.0,10.0
1.0,1.2333210000000012,66.5697,62.3566,5.20874,5.73072,5.52945,-29.7443,1.32382,-0.000720271,0.0395647,0.594512,1.9424,-15.2109,-6.4033e-07,6.4033e-07,0.0,-6.4033e-07,6.4033e-07,0.0,-57.7127,-5.80729,25.6201,-0.181252,0.0902031,-52.9141,-1.28066e-06,1.70755e-06,0.0,4.10661,20.7048,-22.2077,-0.0,0.0,0.0,-16.2673,-0.229426,1.60568,-25.7276,7.41975,1.69623,-33.1956,9.32752,2.78538,-22.0194,6.41744,1.2499,-30.0318,5.71605,1.53388,-38.692,7.12652,2.50515,-25.7189,4.96035,1.13227,-34.2035,-3.21741,-0.989911,-44.0041,-3.97401,-1.60616,-29.3092,-2.80252,-0.732749,-37.6068,-6.95841,-2.37194,-48.4948,-8.51838,-3.84223,-32.1924,-6.08208,-1.75653,-6.4033e-07,6.4033e-07,0.0,-25.7031,-12.7254,49.0925,-4.37112,-0.401405,10.4887,-3.41509e-06,-2.13443e-06,0.0395647,-4.10661,20.7048,22.2077,-0.0,0.0,0.0,6.37393,0.0354182,0.634271,10.0308,2.99116,-0.262442,12.9043,3.83293,-0.43341,8.59573,2.56734,-0.193827,11.7319,2.32873,-0.237388,15.0892,2.98039,-0.395647,10.0544,1.99977,-0.181308,13.3879,-1.32641,0.148037,17.215,-1.69522,0.259443,11.4748,-1.13968,0.125115,14.6694,-2.89945,0.373253,18.871,-3.70117,0.615483,12.5709,-2.49248,0.276953,-0.239077,3.1339,0.193827,3.17011,-14.7364,0.167859,-41.814,-33.962,-59.8991,7.41214,59.0749,-8.4262,-4.85839,3.37826,2.16961,0.58709,-17.2903,3.59662,6.78505,-15.0962,8.82209,-6.48943,52.1032,6.06289,1.93313,-0.149108,-1.95397,-2.74977,-42.1509,-6.92917,8.0,9.0,10.0
1.0,1.2666540000000013,66.6018,62.3034,5.14441,5.38537,5.75493,-31.4451,1.54484,-0.00104536,0.0,0.527228,1.96236,-13.5618,6.4033e-07,-1.89342e-14,0.0,4.26887e-07,8.53774e-07,0.0,-57.3843,-4.12166,25.4451,-1.29726,0.613746,-50.6364,4.45278e-14,1.70755e-06,0.0,4.10661,20.7048,-22.2077,-0.0,0.0,0.0,-16.2845,-0.229908,1.60714,-25.7551,7.42706,1.69992,-33.2313,9.33625,2.79155,-22.0429,6.42388,1.25303,-30.0638,5.72153,1.53744,-38.7333,7.13287,2.51015,-25.7463,4.96524,1.13504,-34.2398,-3.22039,-0.991491,-44.0507,-3.97735,-1.61006,-29.3402,-2.80522,-0.734883,-37.6469,-6.96468,-2.37689,-48.5468,-8.52512,-3.84977,-32.2267,-6.08782,-1.76009,4.26887e-07,8.53774e-07,0.0,-25.3549,-12.5364,49.1652,-4.23456,-0.382494,10.3179,-2.13443e-06,-1.4941e-06,0.0,-4.10661,20.7048,22.2077,-0.0,0.0,0.0,6.40588,0.0357739,0.640411,10.0812,3.00601,-0.265408,12.9692,3.85182,-0.437006,8.63889,2.58011,-0.197823,11.7908,2.34024,-0.240663,15.165,2.99498,-0.39762,10.1049,2.00969,-0.176939,13.4551,-1.33293,0.153233,17.3014,-1.70346,0.259443,11.5324,-1.14531,0.118694,14.743,-2.91366,0.379491,18.9659,-3.71905,0.621808,12.634,-2.50478,0.276953,-0.896817,2.53361,0.6921,4.17135,-13.4772,0.163129,-41.2898,-35.1523,-59.5713,7.38731,59.2197,-8.59274,-4.71985,4.53231,2.45018,0.601245,-18.0433,3.53936,7.16004,-14.9248,9.18829,-6.66712,52.4449,5.74102,1.80418,-0.298826,-1.64944,-2.69911,-42.6514,-6.71974,8.0,9.0,10.0
1.0,1.2999870000000013,66.5673,62.1449,5.09524,5.09062,5.9525,-32.9437,1.63278,-0.00123763,0.0559529,0.457686,1.97719,-12.0083,-8.53774e-07,-2.13443e-07,0.0,-8.53774e-07,-2.13443e-07,0.0,-56.7912,-2.4784,25.2539,-2.5912,1.16596,-48.4465,-3.41509e-06,1.70755e-06,0.0,4.10661,20.7048,-22.2077,-0.0,0.0,0.0,-16.2884,-0.230017,1.60762,-25.7613,7.4287,1.70084,-33.2393,9.33821,2.79323,-22.0482,6.42533,1.2524,-30.071,5.72276,1.53846,-38.7426,7.1343,2.51139,-25.7524,4.96633,1.1371,-34.2479,-3.22106,-0.993069,-44.0612,-3.9781,-1.61054,-29.3472,-2.80582,-0.735947,-37.656,-6.96608,-2.37755,-48.5584,-8.52663,-3.8522,-32.2344,-6.08911,-1.76098,-8.53774e-07,-2.13443e-07,0.0,-24.9314,-12.2615,49.0532,-4.10863,-0.362086,10.0684,-4.26887e-07,-1.70755e-06,0.0,-4.10661,20.7048,22.2077,-0.0,0.0,0.0,6.43351,0.0360828,0.641632,10.1247,3.01884,-0.268341,13.0253,3.86814,-0.442347,8.6762,2.59116,-0.197823,11.8417,2.35019,-0.243893,15.2305,3.00759,-0.403482,10.1485,2.01827,-0.181308,13.5131,-1.33858,0.163129,17.3761,-1.71058,0.262442,11.5821,-1.15019,0.111906,14.8067,-2.92595,0.379491,19.0479,-3.73449,0.626823,12.6885,-2.5154,0.276953,-1.47623,2.03949,1.1371,5.26103,-12.2917,0.153233,-41.0843,-36.3019,-59.3696,7.51938,59.82,-8.7512,-4.46404,5.58315,2.63787,0.61735,-18.9744,3.46989,7.64098,-14.9552,9.6981,-6.88565,53.1739,5.56948,1.71101,-0.375205,-1.39547,-2.70923,-43.3184,-6.6386,8.0,9.0,10.0
1.0,1.3333200000000014,66.3156,61.8678,5.07052,4.8927,6.08658,-34.2074,1.54763,-0.00119859,0.0,0.400858,1.98466,-10.6245,-8.53774e-07,5.33609e-07,0.0,-6.4033e-07,-1.4941e-06,0.0,-55.9696,-0.981246,25.094,-3.95882,1.69784,-46.413,3.41509e-06,-1.70755e-06,0.0,4.10661,20.7048,-22.2077,-0.0,0.0,0.0,-16.2749,-0.229639,1.60616,-25.7397,7.42297,1.69853,-33.2113,9.33138,2.78819,-22.0298,6.42028,1.25178,-30.0459,5.71847,1.53592,-38.7102,7.12932,2.50703,-25.731,4.96251,1.13435,-34.2195,-3.21872,-0.991491,-44.0247,-3.97548,-1.60714,-29.3229,-2.80371,-0.733817,-37.6245,-6.96118,-2.37392,-48.5177,-8.52136,-3.8457,-32.2076,-6.08461,-1.75831,-6.4033e-07,-1.4941e-06,0.0,-24.5081,-11.9492,48.8132,-3.96954,-0.338486,9.74389,1.36604e-05,6.4033e-06,0.0,-4.10661,20.7048,22.2077,-0.0,0.0,0.0,6.45478,0.0363216,0.642851,10.1583,3.02872,-0.271242,13.0685,3.88071,-0.444113,8.70493,2.59966,-0.201741,11.8809,2.35785,-0.243893,15.281,3.0173,-0.405418,10.1821,2.02487,-0.181308,13.5578,-1.34292,0.158259,17.4336,-1.71607,0.259443,11.6204,-1.15394,0.131221,14.8558,-2.93541,0.381548,19.1111,-3.74638,0.630558,12.7306,-2.52358,0.285305,-1.90203,1.69651,1.46444,6.28187,-11.2854,0.131221,-41.1793,-37.361,-59.3226,7.85121,61.0302,-8.98592,-4.14249,6.23116,2.72658,0.633546,-20.0386,3.38886,8.27197,-14.9946,10.2974,-7.12595,54.0864,5.49959,1.55887,-0.383787,-1.22075,-2.7887,-44.1115,-6.70679,8.0,9.0,10.0
1.0,1.3666530000000014,65.8599,61.4866,5.08745,4.80036,6.1516,-35.2486,1.29634,-0.000575258,0.0395647,0.375372,1.98353,-9.44679,-2.23633e-16,9.60495e-07,0.0,-2.23633e-16,9.60495e-07,0.0,-55.0042,0.303156,24.9806,-5.29298,2.17097,-44.5792,-8.53774e-07,1.70755e-06,0.0,4.10661,20.7048,-22.2077,-0.0,0.0,0.0,-16.2463,-0.228839,1.60275,-25.694,7.41083,1.69253,-33.152,9.31687,2.77862,-21.9908,6.40957,1.24614,-29.9929,5.70937,1.5303,-38.6416,7.11877,2.49827,-25.6856,4.95439,1.1302,-34.1593,-3.21376,-0.987536,-43.9471,-3.96993,-1.60275,-29.2713,-2.79922,-0.731681,-37.5578,-6.95076,-2.366,-48.4313,-8.51016,-3.83306,-32.1506,-6.07508,-1.75162,-2.23633e-16,9.60495e-07,0.0,-24.1581,-11.6458,48.5012,-3.79049,-0.310717,9.36933,-1.70755e-06,2.13443e-07,0.0,-4.10661,20.7048,22.2077,-0.0,0.0,0.0,6.46774,0.0364674,0.644067,10.1787,3.03473,-0.271242,13.0948,3.88836,-0.445872,8.72242,2.60484,-0.193827,11.9047,2.36251,-0.247081,15.3117,3.02321,-0.407344,10.2025,2.02889,-0.185575,13.585,-1.34556,0.158259,17.4686,-1.7194,0.268341,11.6438,-1.15622,0.118694,14.8856,-2.94116,0.383594,19.1495,-3.75362,0.634271,12.7561,-2.52856,0.279765,-2.11574,1.52571,1.62795,7.07644,-10.5279,0.111906,-41.5425,-38.296,-59.4296,8.38473,62.7473,-9.35326,-3.79981,6.43195,2.74433,0.647995,-21.1513,3.30181,9.0042,-14.9623,10.9711,-7.37865,55.0679,5.49518,1.36421,-0.368132,-1.11345,-2.93404,-44.9644,-6.91786,8.0,9.0,10.0
1.0,1.3999860000000015,65.2897,61.0388,5.14408,4.78242,6.1741,-36.0895,0.935865,-5.78576e-05,0.0395647,0.395994,1.97583,-8.49657,4.26887e-07,8.53774e-07,0.0,-2.13444e-07,-1.70755e-06,0.0,-53.9876,1.34307,24.9108,-6.50661,2.56331,-42.9686,-3.41509e-06,1.70755e-06,0.0,4.10661,20.7048,-22.2077,-0.0,0.0,0.0,-16.2062,-0.227717,1.59933,-25.6299,7.39377,1.68419,-33.0687,9.29648,2.76535,-21.936,6.39452,1.23984,-29.9183,5.69657,1.52364,-38.5452,7.10393,2.48697,-25.6218,4.94298,1.12534,-34.0748,-3.20678,-0.983565,-43.8382,-3.96212,-1.59492,-29.1989,-2.79292,-0.727389,-37.4642,-6.93612,-2.35439,-48.31,-8.49439,-3.81504,-32.0706,-6.06168,-1.74401,-2.13444e-07,-1.70755e-06,0.0,-23.929,-11.3867,48.1705,-3.55438,-0.279217,8.98026,1.70755e-06,-1.70755e-06,0.0395647,-4.10661,20.7048,22.2077,-0.0,0.0,0.0,6.47279,0.0365244,0.646493,10.1867,3.03708,-0.271242,13.1051,3.89135,-0.449369,8.72925,2.60686,-0.193827,11.9141,2.36433,-0.250229,15.3237,3.02552,-0.405418,10.2105,2.03046,-0.185575,13.5957,-1.3466,0.158259,17.4822,-1.72071,0.262442,11.6529,-1.15711,0.104678,14.8973,-2.94341,0.381548,19.1645,-3.75645,0.635504,12.7661,-2.53051,0.285305,-2.09442,1.52494,1.61103,7.53029,-10.0462,0.068528,-42.0667,-39.0921,-59.6512,9.09135,64.7198,-9.86831,-3.49281,6.26557,2.70988,0.659695,-22.2011,3.21947,9.7882,-14.8724,11.7147,-7.63585,56.0628,5.54539,1.18848,-0.360984,-1.04529,-3.13623,-45.7991,-7.25429,8.0,9.0,10.0
1.0,1.4333190000000016,64.6828,60.5707,5.21659,4.77395,6.20584,-36.7368,0.56023,0.00101185,0.0395647,0.467868,1.96234,-7.79263,-4.26887e-07,-9.60495e-07,0.0,-4.26887e-07,-9.60495e-07,0.0,-52.9832,2.13828,24.876,-7.54425,2.86855,-41.5896,-1.70755e-06,-8.53774e-06,0.0,4.10661,20.7048,-22.2077,-0.0,0.0,0.0,-16.1598,-0.226424,1.59541,-25.5556,7.37402,1.67393,-32.9724,9.27288,2.75002,-21.8727,6.37711,1.23288,-29.8321,5.68177,1.51436,-38.4337,7.08675,2.47276,-25.5481,4.92977,1.11836,-33.977,-3.1987,-0.977979,-43.7123,-3.95307,-1.58655,-29.1151,-2.78562,-0.724154,-37.3559,-6.91917,-2.34206,-48.1697,-8.47611,-3.79405,-31.9781,-6.04616,-1.73411,-4.26887e-07,-9.60495e-07,0.0,-23.8239,-11.1888,47.8717,-3.26421,-0.245735,8.60814,1.92099e-06,1.70755e-06,0.0,-4.10661,20.7048,22.2077,-0.0,0.0,0.0,6.47072,0.036501,0.645281,10.1834,3.03611,-0.271242,13.1009,3.89013,-0.447624,8.72646,2.60603,-0.197823,11.9102,2.36359,-0.250229,15.3188,3.02458,-0.407344,10.2072,2.02982,-0.181308,13.5913,-1.34617,0.167859,17.4766,-1.72017,0.262442,11.6491,-1.15675,0.125115,14.8925,-2.94249,0.383594,19.1584,-3.75529,0.633036,12.762,-2.52971,0.282548,-1.8581,1.6758,1.43037,7.62012,-9.82363,0.0791294,-42.5504,-39.7427,-59.9066,9.92277,66.687,-10.5029,-3.28581,5.78615,2.61642,0.668529,-23.0644,3.15537,10.6381,-14.7704,12.5134,-7.8844,57.0305,5.65431,1.07855,-0.369333,-0.996216,-3.38512,-46.5417,-7.6995,8.0,9.0,10.0
1.0,1.4666520000000016,64.0625,60.1227,5.27513,4.69112,6.31129,-37.1686,0.278352,0.00226792,0.0395647,0.591828,1.94505,-7.3587,2.13443e-07,-1.70755e-06,0.0,-1.28066e-06,-3.30837e-06,0.0,-52.0118,2.71313,24.8684,-8.38451,3.09245,-40.4335,9.39151e-06,1.53679e-05,0.0,4.10661,20.7048,-22.2077,-0.0,0.0,0.0,-16.1077,-0.224977,1.58951,-25.4724,7.35185,1.66408,-32.8643,9.24637,2.73232,-21.8016,6.35757,1.22523,-29.7353,5.66514,1.50451,-38.3086,7.06743,2.45784,-25.4654,4.91495,1.11134,-33.8673,-3.18963,-0.971556,-43.571,-3.9429,-1.57665,-29.0212,-2.77743,-0.718729,-37.2344,-6.90012,-2.32663,-48.0124,-8.45555,-3.77108,-31.8743,-6.02874,-1.72324,-1.28066e-06,-3.30837e-06,0.0,-23.8044,-11.0518,47.6502,-2.94677,-0.21313,8.27195,2.13443e-07,3.97569e-16,0.0,-4.10661,20.7048,22.2077,-0.0,0.0,0.0,6.46636,0.0364518,0.645281,10.1765,3.03409,-0.271242,13.092,3.88755,-0.445872,8.72056,2.60428,-0.193827,11.9022,2.36202,-0.250229,15.3084,3.02258,-0.407344,10.2003,2.02846,-0.176939,13.5821,-1.34528,0.163129,17.4648,-1.71905,0.265408,11.6413,-1.15598,0.125115,14.8825,-2.94055,0.383594,19.1454,-3.75285,0.633036,12.7534,-2.52803,0.285305,-1.46581,1.94911,1.12881,7.423,-9.80126,0.068528,-42.7273,-40.231,-60.0859,10.8221,68.4654,-11.198,-3.23813,4.94478,2.42611,0.674883,-23.6197,3.12245,11.6341,-14.6838,13.3287,-8.10191,57.9237,5.83478,1.05184,-0.381507,-0.986743,-3.67534,-47.1318,-8.25014,8.0,9.0,10.0
1.0,1.4999850000000017,63.4005,59.7168,5.30069,4.45168,6.54925,-37.3417,0.190749,0.00311949,0.0,0.761178,1.92468,-7.2189,2.13443e-07,-8.53774e-07,0.0395647,-4.26887e-07,-1.26228e-14,0.0,-51.0515,3.10825,24.8823,-9.03482,3.24757,-39.476,8.53774e-07,-1.70755e-06,0.0,4.10661,20.7048,-22.2077,-0.0,0.0,0.0,-16.05,-0.223378,1.58408,-25.3801,7.32726,1.65181,-32.7445,9.21695,2.71335,-21.7228,6.33589,1.21626,-29.6281,5.64669,1.49407,-38.17,7.04599,2.44026,-25.3737,4.89851,1.10357,-33.7457,-3.17956,-0.965089,-43.4144,-3.93159,-1.56569,-28.917,-2.76834,-0.715455,-37.0997,-6.87896,-2.31077,-47.838,-8.43267,-3.74546,-31.7593,-6.00941,-1.71093,-4.26887e-07,-1.26228e-14,0.0,-23.8028,-10.9607,47.5415,-2.64553,-0.184417,7.97377,-0.0,0.0,0.0395647,-4.10661,20.7048,22.2077,-0.0,0.0,0.0,6.46361,0.0364209,0.644067,10.1722,3.03281,-0.271242,13.0865,3.88592,-0.445872,8.71685,2.60319,-0.193827,11.8971,2.36103,-0.247081,15.3019,3.02133,-0.405418,10.196,2.02761,-0.181308,13.5764,-1.34472,0.158259,17.4574,-1.71834,0.262442,11.6363,-1.15549,0.118694,14.8761,-2.93933,0.385629,19.1373,-3.75131,0.631798,12.748,-2.52697,0.282548,-0.996715,2.31759,0.768209,7.0894,-9.88935,0.068528,-42.3294,-40.5184,-60.074,11.7368,69.9687,-11.8863,-3.40061,3.59521,2.10292,0.678672,-23.7561,3.13121,12.8844,-14.6067,14.1058,-8.26143,58.6937,6.09381,1.10589,-0.382462,-1.04604,-4.00681,-47.528,-8.91537,8.0,9.0,10.0
1.0,1.5333180000000017,62.6446,59.353,5.29138,4.00138,6.95034,-37.2188,0.356055,0.00448923,0.0,0.959897,1.90042,-7.379,2.13443e-07,1.06722e-07,0.0395647,-8.53774e-07,1.06722e-06,0.0395647,-50.0485,3.37101,24.9124,-9.52307,3.34868,-38.6747,-8.53774e-07,-6.36111e-15,0.0,4.10661,20.7048,-22.2077,-0.0,0.0,0.0,-15.9842,-0.221561,1.57814,-25.2749,7.29919,1.63897,-32.6079,9.18333,2.69162,-21.633,6.31116,1.20721,-29.5058,5.62562,1.4825,-38.0119,7.02147,2.42094,-25.2691,4.87974,1.09359,-33.607,-3.16805,-0.956945,-43.2358,-3.91865,-1.55365,-28.7982,-2.75796,-0.707756,-36.9461,-6.85478,-2.2924,-47.639,-8.40649,-3.7163,-31.628,-5.98732,-1.69715,-8.53774e-07,1.06722e-06,0.0395647,-23.7435,-10.8923,47.5682,-2.40722,-0.161992,7.69838,1.70755e-06,-3.41509e-06,0.0395647,-4.10661,20.7048,22.2077,-0.0,0.0,0.0,6.46631,0.0364513,0.644067,10.1764,3.03407,-0.268341,13.0919,3.88752,-0.447624,8.72049,2.60426,-0.193827,11.9021,2.362,-0.243893,15.3083,3.02256,-0.405418,10.2003,2.02845,-0.181308,13.582,-1.34527,0.158259,17.4647,-1.71903,0.265408,11.6412,-1.15597,0.118694,14.8823,-2.94053,0.381548,19.1453,-3.75282,0.633036,12.7533,-2.52801,0.282548,-0.517774,2.75822,0.401538,6.78893,-9.97931,0.068528,-41.1619,-40.557,-59.7872,12.6166,71.1841,-12.5236,-3.82926,1.55689,1.63083,0.678387,-23.3817,3.18893,14.4698,-14.51,14.7898,-8.34315,59.3037,6.42678,1.2293,-0.365123,-1.17368,-4.37879,-47.7118,-9.70383,8.0,9.0,10.0
1.0,1.5666510000000018,61.7496,59.0123,5.25733,3.33446,7.50187,-36.7997,0.769714,0.0061055,0.0,1.1666,1.8731,-7.80498,4.26887e-07,-7.47052e-07,0.0,1.28066e-06,-4.26887e-07,0.0,-48.943,3.54414,24.9506,-9.88705,3.40948,-37.9756,-0.0,0.0,0.0,4.10661,20.7048,-22.2077,-0.0,0.0,0.0,-15.9072,-0.219444,1.57069,-25.1518,7.26631,1.62265,-32.4481,9.14394,2.66591,-21.5279,6.28219,1.19483,-29.3627,5.60093,1.46871,-37.8269,6.99272,2.39852,-25.1467,4.85776,1.08425,-33.4447,-3.15456,-0.947905,-43.0268,-3.90347,-1.53897,-28.6592,-2.7458,-0.701089,-36.7663,-6.82643,-2.27113,-47.4063,-8.37572,-3.68244,-31.4745,-5.96144,-1.6814,1.28066e-06,-4.26887e-07,0.0,-23.5671,-10.8233,47.7354,-2.26862,-0.147177,7.4226,-0.0,0.0,0.0395647,-4.10661,20.7048,22.2077,-0.0,0.0,0.0,6.47676,0.036569,0.647703,10.1929,3.03892,-0.271242,13.1132,3.89369,-0.447624,8.73461,2.60844,-0.193827,11.9214,2.36576,-0.247081,15.3331,3.02733,-0.405418,10.2168,2.03169,-0.185575,13.604,-1.34741,0.167859,17.4929,-1.72173,0.268341,11.66,-1.15781,0.111906,14.9064,-2.94517,0.385629,19.1763,-3.75866,0.635504,12.774,-2.53203,0.279765,-0.0671303,3.25299,0.0,6.65654,-9.96911,0.0559529,-42.9527,-41.1991,-60.8523,12.1518,72.5414,-11.8378,-3.1606,1.31487,1.30983,0.828874,-15.29,3.18008,16.4034,-14.3602,15.3418,-8.34534,59.7397,6.80164,1.40234,-0.333965,-1.37057,-4.78198,-47.6817,-10.6049,8.0,9.0,10.0
1.0,1.5999840000000018,60.6974,58.6673,5.21097,2.49951,8.15072,-36.139,1.36557,0.00729961,0.0,1.35996,1.84463,-8.42267,-4.26887e-07,6.93691e-07,0.0,4.26887e-07,1.86763e-06,0.0,-47.6961,3.65539,24.9841,-10.1658,3.44073,-37.3167,4.26887e-06,-5.12264e-06,0.0,4.10661,20.7048,-22.2077,-0.0,0.0,0.0,-15.8168,-0.216971,1.56219,-25.0072,7.22766,1.6047,-32.2605,9.09759,2.63609,-21.4045,6.24815,1.18166,-29.1947,5.5719,1.45209,-37.6097,6.95887,2.37194,-25.0031,4.83192,1.07191,-33.2541,-3.13869,-0.937944,-42.7814,-3.88558,-1.52261,-28.496,-2.7315,-0.69323,-36.5554,-6.79306,-2.24618,-47.133,-8.33943,-3.64268,-31.2943,-5.93099,-1.66267,4.26887e-07,1.86763e-06,0.0,-23.2465,-10.7375,48.0331,-2.24904,-0.139954,7.12048,-3.62854e-06,-2.77476e-06,0.0,-4.10661,20.7048,22.2077,-0.0,0.0,0.0,6.49535,0.0367792,0.647703,10.2222,3.04755,-0.274112,13.1509,3.90467,-0.451107,8.75972,2.61587,-0.197823,11.9556,2.37246,-0.247081,15.3772,3.03581,-0.407344,10.2461,2.03746,-0.185575,13.6431,-1.3512,0.158259,17.5432,-1.72651,0.265408,11.6935,-1.16109,0.118694,14.9493,-2.95344,0.389667,19.2315,-3.76904,0.639188,12.8107,-2.53918,0.282548,0.353044,3.78381,-0.268341,6.74585,-9.78642,0.0559529,-44.8158,-41.735,-61.9693,10.8859,73.4428,-10.4746,-2.48967,1.05864,1.03324,1.01375,-5.65605,3.14194,18.6191,-14.1334,15.7512,-8.28589,60.0063,7.17024,1.59471,-0.298187,-1.5959,-5.19462,-47.4592,-11.5776,8.0,9.0,10.0
